"Element","Area","Type","Control System Name","Area2","Component Name","Component Comments","Slc Name","Symbols Upload Id","Ltu Upload Id","First Sourced From","Active","Filename","Sector","Sector Location","Undulator Cell","Keyword","Barcode","Engineering Name","SumL (m)","SumL (ft)","Linac Z (m)","Linac Z (ft)","Ltu SumL (m)","Ltu SumL (ft)","Ltu Linac Z (m)","Ltu Linac Z (ft)","Local Area Drawing","Irmis Ioc Names","Element Comment","Sections","Begin Dbmark","Begin SumL (m)","End Dbmark","End SumL (m)","Bsa Device","Obstruction","Effective Length (m)","Rf Frequency (MHz)","Rf Amplitude (MeV)","Rf Phase (deg)","Rf Gradient (MeV/m)","Rf Power Fraction","Z Length (m)","Fringe Field Integral","Integrated Field BL (kG-m)","Field B (T)","Integrated Field Grad GL (kG)","Field Gradient G (T/m)","Xal Scale Name","Xal Scale Value","Xal Polarity","Magnet X Coor (m)","Magnet Y Coor (m)","Magnet Z Coor (m)","Magnet X Angle (rad)","Magnet Y Angle (rad)","Magnet Z Angle (rad)","Solenoid Strength KS (1/m)","Undulator Period Length (m)","Undulator Strength K","X Size (m)","Y Size (m)","Section","Dist From Section Start (m)","Xal Keyword","S Display","Ltu Rf Frequency (MHz)","Ltu Rf Amplitude (MeV)","Ltu Rf Phase (deg)","Ltu Rf Gradient (MeV/m)","Ltu Rf Power Fraction","Ltu Z Length (m)","Ltu Fringe Field Integral","Ltu Integrated Field BL (kG-m)","Ltu Field B (T)","Ltu Integrated Field Grad GL (kG)","Ltu Field Gradient G (T/m)","Ltu Xal Scale Name","Ltu Xal Scale Value","Ltu Xal Polarity","Ltu Magnet X Coor","Ltu Magnet Y Coor","Ltu Magnet Z Coor","Ltu Magnet X Angle","Ltu Magnet Y Angle","Ltu Magnet Z Angle","Ltu Solenoid Strength Ks","Ltu Undulator Period Length","Ltu Undulator Strength K","Ltu X Size","Ltu Y Size","Ltu Section","Ltu Dist From Section Start","Ltu Xal Keyword","Ltu S Display","Ioc Captar Search","Slc Captar Search","Operation Status","Op Status Date","Beampath"
"IM3L0_PPM_PGT_1","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","GETTER PUMP","1777.967585","5833.226985","3792.618193","12442.973074","750.6279247","2462.690042","744.622128","2442.985984","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","44.094169","INST","3792.618193","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","44.094169","INST","3792.618193","%25","%25","","","CU_HXTES,"
"IM3L0_PPM_VRM_1","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","ROUGH OUT VALVE","1777.967585","5833.226985","3792.618193","12442.973074","750.6279247","2462.690042","744.622128","2442.985984","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","44.094169","INST","3792.618193","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","44.094169","INST","3792.618193","%25","%25","","","CU_HXTES,"
"PC1K3_L2SI_VGC_1","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","GATE VALVE","3802.85574","12476.560827","3792.703557","12443.25314","1012.461579","3321.724341","744.707493","2443.266053","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","10.941769","INST","3792.703557","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","10.941769","INST","3792.703557","%25","%25","","","SC_STXI,"
"IM1L1_PPM_PGT_1","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","GETTER PUMP","1778.23899","5834.117421","3792.888188","12443.858885","750.8993296","2463.580478","744.892126","2443.871804","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","4.893575","INST","3792.888188","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","4.893575","INST","3792.888188","%25","%25","","","CU_HTXI,"
"IM1L1_PPM_VRM_1","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","ROUGH OUT VALVE","1778.23899","5834.117421","3792.888188","12443.858885","750.8993296","2463.580478","744.892126","2443.871804","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","4.893575","INST","3792.888188","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","4.893575","INST","3792.888188","%25","%25","","","CU_HTXI,"
"IM1L1_PPM","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","IMAGER","1778.751689","5835.799505","3793.40068","12445.540289","751.4120285","2465.262561","745.404624","2445.553228","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","5.406274","INST","3793.40068","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","5.406274","INST","3793.40068","%25","%25","","","CU_HTXI,"
"PC1L1_L2SI","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","PHOTON COLL","1778.968859","5836.512005","3793.617763","12446.252503","751.6291985","2465.975061","745.621709","2446.265449","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","5.623444","INST","3793.617763","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","5.623444","INST","3793.617763","%25","%25","","","CU_HTXI,"
"BT1L1_COMBO","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BTM","1779.025247","5836.697005","3793.674128","12446.437428","751.6855865","2466.160061","745.678075","2446.450377","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","5.679832","INST","3793.674128","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","5.679832","INST","3793.674128","%25","%25","","","CU_HTXI,"
"MR1K4_SOMS","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","MIRROR","3803.861971","12479.86211","3793.716053","12446.574977","1013.46781","3325.025623","745.72","2446.587927","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","11.948","INST","3793.716053","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","11.948","INST","3793.716053","%25","%25","","","SC_STMO,"
"MR1K4_SOMS_GBC_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","BCS VAC SENSOR","3803.861971","12479.86211","3793.716053","12446.574977","1013.46781","3325.025623","745.72","2446.587927","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","11.948","INST","3793.716053","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","11.948","INST","3793.716053","%25","%25","","","SC_STMO,"
"BS1L1_MINI","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BREMSS COLL","1779.070869","5836.846683","3793.719732","12446.587047","751.7312086","2466.309739","745.723679","2446.599997","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","5.725454","INST","3793.719732","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","5.725454","INST","3793.719732","%25","%25","","","CU_HTXI,"
"IM3L0_PPM","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","IMAGER","1779.345485","5837.747654","3793.996065","12447.493652","752.0058244","2467.21071","746.000016","2447.506614","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","45.472069","INST","3793.996065","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","45.472069","INST","3793.996065","%25","%25","","","CU_HXTES,"
"PC2L0_XTES","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","PHOTON COLL","1779.6176","5838.64042","3794.268175","12448.386401","752.2779394","2468.103476","746.272128","2448.39937","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","45.744184","INST","3794.268175","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","45.744184","INST","3794.268175","%25","%25","","","CU_HXTES,"
"BT3L0_L2SI","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BTM","1779.669436","5838.810486","3794.320011","12448.556467","752.329776","2468.273543","746.323965","2448.569439","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","45.79602","INST","3794.320011","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","45.79602","INST","3794.320011","%25","%25","","","CU_HXTES,"
"TV1L1_VGC_1","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","VAT VALVE - TXI","1779.865693","5839.454373","3794.514236","12449.193688","752.5260331","2468.917431","746.518192","2449.206667","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","6.520278","INST","3794.514236","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","6.520278","INST","3794.514236","%25","%25","","","CU_HTXI,"
"MR2L0_HOMS_VGC_1","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","VAT VALVE","1779.937387","5839.68959","3794.587957","12449.435554","752.5977272","2469.152648","746.591913","2449.448533","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","46.063971","INST","3794.587957","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","46.063971","INST","3794.587957","%25","%25","","","CU_HXTES,"
"PC1K4_SSA","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","SINGLE SLIT ABSO","3804.843692","12483.082979","3794.697481","12449.794885","1014.449531","3328.246493","746.701438","2449.807867","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","12.929721","INST","3794.697481","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","12.929721","INST","3794.697481","%25","%25","","","SC_STMO,"
"BT1K4_L2SI","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","BTM","3805.223092","12484.32773","3795.076767","12451.039262","1014.828931","3329.491243","747.080729","2451.05226","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.309121","INST","3795.076767","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.309121","INST","3795.076767","%25","%25","","","SC_STMO,"
"TV1K4_VGC_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","GATE VALVE","3805.28543","12484.532251","3795.139086","12451.24372","1014.891269","3329.695764","747.143048","2451.256719","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.371459","INST","3795.139086","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.371459","INST","3795.139086","%25","%25","","","SC_STMO,"
"TV1K4_VFS_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","FAST VALVE SHUTT","3805.424005","12484.986893","3795.27762","12451.698228","1015.029844","3330.150407","747.281584","2451.711234","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.510034","INST","3795.27762","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.510034","INST","3795.27762","%25","%25","","","SC_STMO,"
"MR2L0_HOMS","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","MIRROR","1780.631479","5841.966795","3795.282035","12451.712713","753.2918191","2471.429853","747.285999","2451.725719","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","46.758063","INST","3795.282035","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","46.758063","INST","3795.282035","%25","%25","","","CU_HXTES,"
"MR2L0_HOMS_GBC_1","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BCS VAC SENSOR","1780.631479","5841.966795","3795.282035","12451.712713","753.2918191","2471.429853","747.285999","2451.725719","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","46.758063","INST","3795.282035","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","46.758063","INST","3795.282035","%25","%25","","","CU_HXTES,"
"TV1K4_GCC_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","COLD CATHODE GAU","3805.558842","12485.429272","3795.412417","12452.140476","1015.164681","3330.592785","747.416382","2452.153484","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.644871","INST","3795.412417","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.644871","INST","3795.412417","%25","%25","","","SC_STMO,"
"TV1K4_GPI_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PIRANI GAUGE","3805.558842","12485.429272","3795.412417","12452.140476","1015.164681","3330.592785","747.416382","2452.153484","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.644871","INST","3795.412417","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.644871","INST","3795.412417","%25","%25","","","SC_STMO,"
"TV1K4_VRM_1","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","RIGHT ANGLE VALV","3805.558842","12485.429272","3795.412417","12452.140476","1015.164681","3330.592785","747.416382","2452.153484","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.644871","INST","3795.412417","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.644871","INST","3795.412417","%25","%25","","","SC_STMO,"
"ND2S","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","NEUTRON DETECTOR","3805.642005","12485.702116","3795.495554","12452.413235","1015.247844","3330.86563","747.499521","2452.42625","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.728034","INST","3795.495554","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","13.728034","INST","3795.495554","%25","%25","","","SC_STMO,"
"AT1K4_SOLID","*SXTES","MAD","","*SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PULSE SELECT/","3806.142628","12487.34458","3795.996028","12454.05521","1015.748467","3332.508094","748","2454.068241","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","14.228657","INST","3795.996028","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","14.228657","INST","3795.996028","%25","%25","","",""
"MR2L0_HOMS_VGC_2","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","GATE VALVE","1781.432478","5844.594744","3796.083025","12454.340633","754.0928179","2474.057802","748.086998","2454.353668","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","47.559062","INST","3796.083025","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","47.559062","INST","3796.083025","%25","%25","","","CU_HXTES,"
"TV1K4_VGC_2","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","GATE VALVE","3806.812318","12489.541726","3796.665518","12456.251699","1016.418157","3334.705239","748.669497","2456.264754","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","14.898347","INST","3796.665518","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","14.898347","INST","3796.665518","%25","%25","","","SC_STMO,"
"TV3L0_VFS_1","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","FAST SHUTTER","1782.144959","5846.93228","3796.795498","12456.678143","754.8052991","2476.395338","748.799479","2456.691204","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","48.271543","INST","3796.795498","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","48.271543","INST","3796.795498","%25","%25","","","CU_HXTES,"
"TV3L0_PIP_1","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","ION PUMP","1782.389102","5847.733274","3797.039638","12457.479127","755.049442","2477.196332","749.043622","2457.492198","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","48.515686","INST","3797.039638","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","48.515686","INST","3797.039638","%25","%25","","","CU_HXTES,"
"PC2L1_L2SI_VGC_1","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","GATE VALVE","1782.666479","5848.643304","3797.313894","12458.378917","755.3268191","2478.106362","749.31788","2458.391995","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","9.321064","INST","3797.313894","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","9.321064","INST","3797.313894","%25","%25","","","CU_HTXI,"
"PC2L1_L2SI_PIP_1","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","ION PUMP","1782.808755","5849.110089","3797.456112","12458.845512","755.4690947","2478.573145","749.4601","2458.858596","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","9.46334","INST","3797.456112","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","9.46334","INST","3797.456112","%25","%25","","","CU_HTXI,"
"PC2L1_L2SI","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","PHOTON COLL","1782.9656","5849.624672","3797.612894","12459.359888","755.6259397","2479.087729","749.616884","2459.372979","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","9.620185","INST","3797.612894","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","9.620185","INST","3797.612894","%25","%25","","","CU_HTXI,"
"BT2L1_L2SI","HXTES","MAD","","HXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BTM","1783.021988","5849.809672","3797.669259","12459.544813","755.6823277","2479.272729","749.673249","2459.557904","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","9.676573","INST","3797.669259","","","","","","","","","","","","","","","","","","","","","","","","","","HXR TXI","9.676573","INST","3797.669259","%25","%25","","","CU_HTXI,"
"PC2K4_XTES","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PHOTON COLL","3808.015402","12493.488852","3797.868242","12460.197644","1017.621241","3338.652365","749.872234","2460.210741","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.101431","INST","3797.868242","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.101431","INST","3797.868242","%25","%25","","","SC_STMO,"
"BT2K4_XTES","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","BTM","3808.141041","12493.901053","3797.993843","12460.609721","1017.74688","3339.064567","749.997837","2460.622825","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.22707","INST","3797.993843","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.22707","INST","3797.993843","%25","%25","","","SC_STMO,"
"BS1K4_XTES","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","BREMSS COLL","3808.190585","12494.063599","3798.043373","12460.772221","1017.796424","3339.227113","750.047367","2460.785325","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.276614","INST","3798.043373","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.276614","INST","3798.043373","%25","%25","","","SC_STMO,"
"IM1K4_XTES","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","IMAGER","3808.490307","12495.046939","3798.343005","12461.755266","1018.096146","3340.210453","750.347002","2461.768379","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.576336","INST","3798.343005","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.576336","INST","3798.343005","%25","%25","","","SC_STMO,"
"TV1K3_GCC_1","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","COLD CATHODE GAU","3808.531285","12495.181381","3798.374639","12461.859052","1018.137124","3340.344895","750.378637","2461.872169","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.617314","INST","3798.374639","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.617314","INST","3798.374639","%25","%25","","","SC_STXI,"
"TV1K3_GPI_1","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PIRANI GAUGE","3808.531285","12495.181381","3798.374639","12461.859052","1018.137124","3340.344895","750.378637","2461.872169","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.617314","INST","3798.374639","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.617314","INST","3798.374639","%25","%25","","","SC_STXI,"
"TV1K3_PIP_1","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","ION PUMP 200 L/S","3808.531285","12495.181381","3798.374639","12461.859052","1018.137124","3340.344895","750.378637","2461.872169","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.617314","INST","3798.374639","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.617314","INST","3798.374639","%25","%25","","","SC_STXI,"
"TV1K3_VRM_1","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","RIGHT ANGLE VALV","3808.531285","12495.181381","3798.374639","12461.859052","1018.137124","3340.344895","750.378637","2461.872169","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.617314","INST","3798.374639","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.617314","INST","3798.374639","%25","%25","","","SC_STXI,"
"PC2K3_L2SI","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","PHOTON COLL","3808.655745","12495.589715","3798.499001","12462.267064","1018.261584","3340.753228","750.503","2462.280184","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.741774","INST","3798.499001","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.741774","INST","3798.499001","%25","%25","","","SC_STXI,"
"BT3K3_L2SI","SXTES","MAD","","SXTES_3","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","BTM","3808.712133","12495.774715","3798.555345","12462.451919","1018.317972","3340.938228","750.559344","2462.465039","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.798162","INST","3798.555345","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TXI","16.798162","INST","3798.555345","%25","%25","","","SC_STXI,"
"ST1K4_TEST","SXTES","MAD","","SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","STOPPER","3808.903057","12496.401106","3798.755632","12463.109029","1018.508896","3341.564619","750.759634","2463.122159","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.989086","INST","3798.755632","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","16.989086","INST","3798.755632","%25","%25","","","SC_STMO,"
"SP1K4","*SXTES","MAD","","*SXTES_4","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESS","","","INST","","MONOCHROMATOR","3809.798309","12499.338284","3799.650616","12466.045328","1019.404148","3344.501798","751.654628","2466.058491","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","17.884338","INST","3799.650616","","","","","","","","","","","","","","","","","","","","","","","","","","SXR TMO","17.884338","INST","3799.650616","%25","%25","","",""
"PC3L0_XTES","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","PHOTON COLL","1785.072353","5856.536591","3799.72286","12466.282349","757.7326925","2485.999647","751.726873","2466.295515","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","51.198937","INST","3799.72286","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","51.198937","INST","3799.72286","%25","%25","","","CU_HXTES,"
"BT4L0_COMBO","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","BTM","1785.124184","5856.70664","3799.77469","12466.452395","757.7845237","2486.169697","751.778704","2466.465564","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","51.250768","INST","3799.77469","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","51.250768","INST","3799.77469","%25","%25","","","CU_HXTES,"
"TP_LUSI","HXTES","MAD","","HXTES_2","","","","289","61","SYMBOLS","A","AD_ACCEL","XTESH","","","INST","","LUSI WP","1785.188479","5856.917582","3799.838985","12466.663337","757.8488191","2486.38064","751.842999","2466.676506","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","51.315063","INST","3799.838985","","","","","","","","","","","","","","","","","","","","","","","","","","HXR XTES","51.315063","INST","3799.838985","%25","%25","","","CU_HXTES,"
